type	id	old_length	new_length
added	sp|O34516|YOCB_BACSU		260
added	sp|O34518|MELC_BACSU		276
added	sp|O34520|HIS1_BACSU		213
added	sp|O34521|PTWCB_BACSU		452
added	sp|O34522|TRMB_BACSU		213
added	sp|O34524|YOCS_BACSU		321
added	sp|O34525|SPPA_BACSU		335
added	sp|O34526|SYA_BACSU		878
added	sp|O34527|CYMR_BACSU		138
added	sp|O34528|RARA_BACSU		421
added	sp|O34529|PFKA_BACSU		319
added	sp|O34530|RSGA_BACSU		298
added	sp|O34533|YTCD_BACSU		126
added	sp|O34534|CITT_BACSU		226
added	sp|O34535|YOAT_BACSU		264
added	sp|O34536|YFMK_BACSU		148
added	sp|O34537|YOSV_BACSU		96
added	sp|O34538|YCDA_BACSU		354
added	sp|O34539|NDPGT_BACSU		392
added	sp|O34541|YOAW_BACSU		143
added	sp|O34542|YFLK_BACSU		221
added	sp|O34543|MHQE_BACSU		303
added	sp|O34544|ACCC2_BACSU		444
added	sp|O34545|BRAB_BACSU		445
added	sp|O34546|YTTB_BACSU		397
added	sp|O34549|GERR_BACSU		193
added	sp|O34551|YKOI_BACSU		226
added	sp|O34553|YTSP_BACSU		163
added	sp|O34554|YJFA_BACSU		157
added	sp|O34555|YOED_BACSU		76
added	sp|O34557|RPE_BACSU		217
added	sp|O34558|YOPR_BACSU		325
added	sp|O34559|URHG2_BACSU		373
added	sp|O34560|YECA_BACSU		424
added	sp|O34563|GLNH_BACSU		273
added	sp|O34564|YKUU_BACSU		180
added	sp|O34565|HIS5_BACSU		212
added	sp|O34569|YOAA_BACSU		177
added	sp|O34570|THPR_BACSU		183
added	sp|O34572|YKOC_BACSU		254
added	sp|O34573|YFKT_BACSU		358
added	sp|O34574|YEFB_BACSU		300
added	sp|O34575|YKCB_BACSU		716
added	sp|O34577|CYSC1_BACSU		197
added	sp|O34578|YJNA_BACSU		254
added	sp|O34579|YFKD_BACSU		264
added	sp|O34580|PCRA_BACSU		739
added	sp|O34581|YOQL_BACSU		230
added	sp|O34584|YOQF_BACSU		67
added	sp|O34585|YJZC_BACSU		59
added	sp|O34586|YLBC_BACSU		346
added	sp|O34588|YKUJ_BACSU		79
added	sp|O34589|FLAW_BACSU		151
added	sp|O34591|ACOB_BACSU		342
added	sp|O34592|YDJP_BACSU		271
added	sp|O34593|YJQA_BACSU		125
added	sp|O34594|CY551_BACSU		112
added	sp|O34595|THII_BACSU		401
added	sp|O34596|YOBK_BACSU		152
added	sp|O34597|YFKL_BACSU		396
added	sp|O34598|GUAD_BACSU		156
added	sp|O34599|ISCS1_BACSU		379
added	sp|O34600|NRNA_BACSU		313
added	sp|O34601|YIDD_BACSU		75
added	sp|O34604|YVKN_BACSU		76
added	sp|O34605|YOPM_BACSU		66
added	sp|O34606|GLNP_BACSU		218
added	sp|O34607|SDHAA_BACSU		300
added	sp|O34608|YDIN_BACSU		71
added	sp|O34610|ZNUB_BACSU		280
added	sp|O34611|YOAR_BACSU		303
added	sp|O34612|YJLB_BACSU		165
added	sp|O34614|MNMM_BACSU		194
added	sp|O34616|SDPB_BACSU		323
added	sp|O34617|RLMN_BACSU		363
added	sp|O34618|YTNA_BACSU		463
added	sp|O34619|LMRA_BACSU		188
added	sp|O34621|YCDB_BACSU		472
added	sp|O34623|DPO3A_BACSU		1115
added	sp|O34624|YEBE_BACSU		184
added	sp|O34626|YFMB_BACSU		122
added	sp|O34627|PHOT_BACSU		261
added	sp|O34628|YVLB_BACSU		365
added	sp|O34629|YERH_BACSU		396
added	sp|O34631|YVRA_BACSU		442
added	sp|O34632|SIRB_BACSU		261
added	sp|O34633|YJLC_BACSU		140
added	sp|O34634|YQGF_BACSU		138
added	sp|O34635|SDHAB_BACSU		220
added	sp|O34636|YOCA_BACSU		225
added	sp|O34637|YOBU_BACSU		160
added	sp|O34638|YKOH_BACSU		454
added	sp|O34639|CMOI_BACSU		93
added	sp|O34640|AMIN_BACSU		336
added	sp|O34641|YTRB_BACSU		292
added	sp|O34642|YOTB_BACSU		275
added	sp|O34643|YVKB_BACSU		189
added	sp|O34645|AGAL_BACSU		432
added	sp|O34647|YOBD_BACSU		112
added	sp|O34648|YVLD_BACSU		119
added	sp|O34649|YTLD_BACSU		270
added	sp|O34651|HISX_BACSU		427
added	sp|O34653|DES_BACSU		352
added	sp|O34654|YODI_BACSU		83
added	sp|O34656|COTI_BACSU		357
added	sp|O34658|YLBG_BACSU		90
added	sp|O34659|CDAR_BACSU		483
added	sp|O34660|ALDH4_BACSU		495
added	sp|O34661|PANE_BACSU		298
added	sp|O34662|YODT_BACSU		444
added	sp|O34663|YBCL_BACSU		390
added	sp|O34664|THIN_BACSU		214
added	sp|O34666|CTPA_BACSU		466
added	sp|O34667|LUXS_BACSU		157
added	sp|O34669|YOCH_BACSU		287
added	sp|O34671|GLNM_BACSU		216
added	sp|O34672|YDIM_BACSU		126
added	sp|O34673|UXAA_BACSU		497
added	sp|O34674|MURJ_BACSU		544
added	sp|O34676|KAMA_BACSU		471
added	sp|O34677|GLNQ_BACSU		242
added	sp|O34678|YTBE_BACSU		280
added	sp|O34679|YJIA_BACSU		92
added	sp|O34680|YDIP_BACSU		389
added	sp|O34681|YJGD_BACSU		186
added	sp|O34682|YLBB_BACSU		148
added	sp|O34683|HIS7_BACSU		194
added	sp|O34684|YJKA_BACSU		250
added	sp|O34685|YOFA_BACSU		285
added	sp|O34686|YVRL_BACSU		136
added	sp|O34687|RL32_BACSU		59
added	sp|O34688|DABA_BACSU		871
added	sp|O34689|MHQA_BACSU		316
added	sp|O34691|NIAP_BACSU		400
added	sp|O34692|YVNA_BACSU		157
added	sp|O34693|RQCH_BACSU		570
added	sp|O34694|YTAB_BACSU		155
added	sp|O34696|YTOA_BACSU		171
added	sp|O34697|BCEA_BACSU		253
added	sp|O34699|YOTJ_BACSU		70
added	sp|O34700|YEBG_BACSU		65
added	sp|O34701|YOAU_BACSU		290
added	sp|O34702|YOTC_BACSU		63
added	sp|O34703|YJOB_BACSU		423
added	sp|O34704|YXNB_BACSU		160
added	sp|O34705|PLBAC_BACSU		259
added	sp|O34706|MELD_BACSU		303
added	sp|O34707|YTPB_BACSU		367
added	sp|O34708|YFLA_BACSU		471
added	sp|O34709|OPCR_BACSU		185
added	sp|O34712|YTRA_BACSU		130
added	sp|O34713|YJZD_BACSU		61
added	sp|O34714|OXDC_BACSU		385
added	sp|O34715|YDJC_BACSU		116
added	sp|O34717|FADH_BACSU		254
added	sp|O34718|IOLT_BACSU		473
added	sp|O34719|YVLC_BACSU		65
added	sp|O34720|YJGC_BACSU		985
added	sp|O34722|YFMG_BACSU		487
added	sp|O34723|DESR_BACSU		199
added	sp|O34724|YCEJ_BACSU		390
added	sp|O34725|YJHA_BACSU		213
added	sp|O34726|YFLS_BACSU		478
added	sp|O34727|HIS6_BACSU		252
added	sp|O34730|YOPY_BACSU		92
added	sp|O34731|YLBK_BACSU		260
added	sp|O34733|YDJJ_BACSU		341
added	sp|O34734|SULP_BACSU		354
added	sp|O34735|YVPB_BACSU		250
added	sp|O34736|YJMC_BACSU		337
added	sp|O34737|FLAV_BACSU		158
added	sp|O34738|YKOE_BACSU		199
added	sp|O34739|STET_BACSU		438
added	sp|O34741|BCEB_BACSU		646
added	sp|O34742|OPUCD_BACSU		229
added	sp|O34743|YLBA_BACSU		120
added	sp|O34744|SUMT_BACSU		257
added	sp|O34745|YODF_BACSU		496
added	sp|O34746|FABH1_BACSU		312
added	sp|O34748|RECQ_BACSU		591
added	sp|O34750|YFML_BACSU		376
added	sp|O34751|YLOV_BACSU		553
added	sp|O34752|LGT_BACSU		269
added	sp|O34753|TAGO_BACSU		358
added	sp|O34755|YKOT_BACSU		337
added	sp|O34756|YJKB_BACSU		250
added	sp|O34757|DESK_BACSU		370
added	sp|O34758|MLTG_BACSU		360
added	sp|O34759|YDJO_BACSU		69
added	sp|O34760|YTNP_BACSU		281
added	sp|O34762|OHRA_BACSU		141
added	sp|O34763|YKOL_BACSU		60
added	sp|O34764|SAT1_BACSU		382
added	sp|O34765|YLBJ_BACSU		408
added	sp|O34766|YOPS_BACSU		74
added	sp|O34767|OXDD_BACSU		392
added	sp|O34768|YDJE_BACSU		320
added	sp|O34769|PKSB_BACSU		225
added	sp|O34772|YCDC_BACSU		453
added	sp|O34774|YOBJ_BACSU		280
added	sp|O34775|YOST_BACSU		149
added	sp|O34776|YKUK_BACSU		172
added	sp|O34777|OHRR_BACSU		147
added	sp|O34778|YDJB_BACSU		111
added	sp|O34779|PRPC_BACSU		254
added	sp|O34780|YOBF_BACSU		307
added	sp|O34782|YVRD_BACSU		263
added	sp|O34783|YKUS_BACSU		81
added	sp|O34784|YOBI_BACSU		1201
added	sp|O34785|YJQB_BACSU		200
added	sp|O34787|PKSE_BACSU		767
added	sp|O34788|BDHA_BACSU		346
added	sp|O34789|YDJI_BACSU		323
added	sp|O34790|PCRB_BACSU		228
added	sp|O34791|YOPO_BACSU		70
added	sp|O34792|YVJA_BACSU		281
added	sp|O34795|YBCH_BACSU		96
added	sp|O34796|YVKC_BACSU		831
added	sp|O34797|COAD_BACSU		161
added	sp|O34798|PDAC_BACSU		467
added	sp|O34799|YTLR_BACSU		309
added	sp|O34800|SP2SB_BACSU		56
added	sp|O34803|YEAA_BACSU		329
added	sp|O34805|YVRC_BACSU		314
added	sp|O34806|GERW_BACSU		151
added	sp|O34808|UXAC_BACSU		473
added	sp|O34809|YCEG_BACSU		537
added	sp|O34811|YTWI_BACSU		154
added	sp|O34812|YFMJ_BACSU		339
added	sp|O34813|SIRC_BACSU		162
added	sp|O34814|FTSE_BACSU		228
added	sp|O34815|YOAD_BACSU		344
added	sp|O34816|YKUD_BACSU		164
added	sp|O34817|NAGR_BACSU		243
added	sp|O34819|PEL1_BACSU		345
added	sp|O34820|YOTM_BACSU		195
added	sp|O34823|YBCF_BACSU		175
added	sp|O34824|GLMM_BACSU		448
added	sp|O34825|PKSC_BACSU		288
added	sp|O34827|YKUM_BACSU		293
added	sp|O34828|YRZB_BACSU		93
added	sp|O34829|MELR_BACSU		344
added	sp|O34830|YKOS_BACSU		564
added	sp|O34831|YOQB_BACSU		112
added	sp|O34832|YFME_BACSU		333
added	sp|O34833|YCEH_BACSU		363
added	sp|O34834|YOQC_BACSU		135
added	sp|O34835|FAPR_BACSU		188
added	sp|O34838|YOPW_BACSU		111
added	sp|O34840|CHAA_BACSU		351
added	sp|O34841|YOEB_BACSU		181
added	sp|O34842|MHQD_BACSU		200
added	sp|O34843|SIGO_BACSU		176
added	sp|O34844|YODB_BACSU		112
added	sp|O34846|CMOO_BACSU		334
added	sp|O34847|ACCA_BACSU		325
added	sp|O34849|YERD_BACSU		525
added	sp|O34850|YOTN_BACSU		58
added	sp|O34851|LDC_BACSU		319
added	sp|O34852|TCYK_BACSU		270
added	sp|O34853|SP2SA_BACSU		248
added	sp|O34855|YOCN_BACSU		77
added	sp|O34857|ROK_BACSU		191
added	sp|O34858|ARLY_BACSU		461
added	sp|O34859|KU_BACSU		311
added	sp|O34860|RSBRB_BACSU		277
added	sp|O34861|YOAC_BACSU		487
added	sp|O34862|YTCA_BACSU		428
added	sp|O34863|UVRA_BACSU		957
added	sp|O34864|YOAB_BACSU		414
added	sp|O34866|YODJ_BACSU		273
added	sp|O34867|YLQH_BACSU		93
added	sp|O34869|YOPV_BACSU		64
added	sp|O34870|YKUE_BACSU		286
added	sp|O34872|YTIB_BACSU		187
added	sp|O34873|HMGCL_BACSU		299
added	sp|O34874|ISCS2_BACSU		381
added	sp|O34876|FTSX_BACSU		296
added	sp|O34877|PKSD_BACSU		324
added	sp|O34878|OPUCB_BACSU		217
added	sp|O34879|YKUO_BACSU		297
added	sp|O34880|YLBD_BACSU		132
added	sp|O34881|YTVB_BACSU		111
added	sp|O34882|YOLI_BACSU		129
added	sp|O34883|YTKC_BACSU		134
added	sp|O34885|YDIS_BACSU		343
added	sp|O34886|YTCB_BACSU		316
added	sp|O34887|YFLB_BACSU		130
added	sp|O34889|SDPA_BACSU		158
added	sp|O34891|YJZB_BACSU		79
added	sp|O34892|YOBS_BACSU		191
added	sp|O34893|YNGF_BACSU		260
added	sp|O34894|EZRA_BACSU		562
added	sp|O34895|YODP_BACSU		275
added	sp|O34896|UXUB_BACSU		278
added	sp|O34897|YKUT_BACSU		267
added	sp|O34898|YTRC_BACSU		328
added	sp|O34899|PDUO_BACSU		193
added	sp|O34900|TCYN_BACSU		259
added	sp|O34901|YOBQ_BACSU		241
added	sp|O34903|YKOG_BACSU		228
added	sp|O34904|YEBD_BACSU		55
added	sp|O34905|YFLI_BACSU		51
added	sp|O34906|YOAM_BACSU		227
added	sp|O34908|YKOX_BACSU		221
added	sp|O34909|YERA_BACSU		580
added	sp|O34910|YOBT_BACSU		233
added	sp|O34911|YKOF_BACSU		200
added	sp|O34912|HIS2_BACSU		209
added	sp|O34915|YOBE_BACSU		219
added	sp|O34916|DAPEL_BACSU		374
added	sp|O34917|YTFI_BACSU		226
added	sp|O34918|YOAJ_BACSU		232
added	sp|O34919|YOSS_BACSU		142
added	sp|O34920|YOBV_BACSU		313
added	sp|O34921|YTOI_BACSU		439
added	sp|O34922|YTPI_BACSU		100
added	sp|O34923|YKZB_BACSU		51
added	sp|O34924|YTOP_BACSU		357
added	sp|O34925|DEOD_BACSU		233
added	sp|O34926|CYPX_BACSU		405
added	sp|O34927|YCZE_BACSU		215
added	sp|O34928|PDAA_BACSU		263
added	sp|O34929|YFKF_BACSU		391
added	sp|O34930|RAPK_BACSU		371
added	sp|O34931|TCYM_BACSU		235
added	sp|O34932|COAE_BACSU		197
added	sp|O34933|YFMD_BACSU		333
added	sp|O34934|NADK2_BACSU		267
added	sp|O34937|YOPU_BACSU		65
added	sp|O34939|YDIO_BACSU		427
added	sp|O34940|YVRE_BACSU		292
added	sp|O34942|RECG_BACSU		682
added	sp|O34943|YTPR_BACSU		201
added	sp|O34944|PEPVL_BACSU		463
added	sp|O34946|ZNUC_BACSU		231
added	sp|O34947|YOAZ_BACSU		210
added	sp|O34948|YKWC_BACSU		288
added	sp|O34949|YKOM_BACSU		154
added	sp|O34950|YEED_BACSU		101
added	sp|O34951|BCER_BACSU		231
added	sp|O34952|LTAS2_BACSU		649
added	sp|O34953|YTRD_BACSU		325
added	sp|O34954|YODH_BACSU		233
added	sp|O34958|YLBE_BACSU		79
added	sp|O34959|YJAV_BACSU		185
added	sp|O34960|YJGB_BACSU		191
added	sp|O34961|YJMB_BACSU		459
added	sp|O34962|MAO4_BACSU		410
added	sp|O34966|ZNUA_BACSU		319
added	sp|O34967|RL31B_BACSU		82
added	sp|O34968|YERB_BACSU		331
added	sp|O34969|YFJR_BACSU		286
added	sp|O34970|YTTP_BACSU		207
added	sp|O34973|YTAP_BACSU		299
added	sp|O34974|CMOJ_BACSU		442
added	sp|O34976|YOCL_BACSU		110
added	sp|O34977|YTHP_BACSU		236
added	sp|O34978|PBUO_BACSU		432
added	sp|O34979|YVRO_BACSU		229
added	sp|O34980|SNDA_BACSU		416
added	sp|O34981|DAPH_BACSU		236
added	sp|O34983|YOAP_BACSU		251
added	sp|O34984|YODQ_BACSU		436
added	sp|O34985|YOAO_BACSU		162
added	sp|O34986|YVNB_BACSU		1289
added	sp|O34987|PBUG_BACSU		440
added	sp|O34988|YOQA_BACSU		116
added	sp|O34989|YVRG_BACSU		580
added	sp|O34990|PURU_BACSU		300
added	sp|O34991|YTVI_BACSU		371
added	sp|O34992|OPUCA_BACSU		380
added	sp|O34993|YVOF_BACSU		172
added	sp|O34994|CCPN_BACSU		212
added	sp|O34996|DPO1_BACSU		880
added	sp|O34997|MEEY_BACSU		324
added	sp|O34999|YOQH_BACSU		150
added	sp|O35000|NAGB_BACSU		242
added	sp|O35001|YJAU_BACSU		244
added	sp|O35002|CTPB_BACSU		480
added	sp|O35004|YDJH_BACSU		254
added	sp|O35005|YTRF_BACSU		436
added	sp|O35006|HIS4_BACSU		245
added	sp|O35007|YVRP_BACSU		397
added	sp|O35008|YTQA_BACSU		322
added	sp|O35009|YOEC_BACSU		181
added	sp|O35010|YKFC_BACSU		296
added	sp|O35011|RPOZ_BACSU		67
added	sp|O35012|YKOJ_BACSU		170
added	sp|O35013|YTKD_BACSU		158
added	sp|O35014|YKUI_BACSU		407
added	sp|O35015|YNGK_BACSU		510
added	sp|O35016|YFKJ_BACSU		156
added	sp|O35017|YOGA_BACSU		329
added	sp|O35018|LMRB_BACSU		479
added	sp|O35019|YFKK_BACSU		71
added	sp|O35020|MNMA_BACSU		371
added	sp|O35022|AZOR1_BACSU		208
added	sp|O35023|SODF_BACSU		281
added	sp|O35024|MNTC_BACSU		435
added	sp|O35025|YDIR_BACSU		313
added	sp|O35027|YJGA_BACSU		132
added	sp|O35028|YFKR_BACSU		384
added	sp|O35029|YTHQ_BACSU		385
added	sp|O35030|YOQG_BACSU		85
added	sp|O35031|ACYP_BACSU		91
added	sp|O35033|COABC_BACSU		406
added	sp|O35034|YEFC_BACSU		111
added	sp|O35036|YFKS_BACSU		66
added	sp|O35038|YTLI_BACSU		308
added	sp|O35040|YKOQ_BACSU		270
added	sp|O35041|YFJT_BACSU		61
added	sp|O35042|YOCC_BACSU		165
added	sp|O35043|YFKC_BACSU		280
added	sp|O35044|BCES_BACSU		334
added	sp|O35045|YJMD_BACSU		339
added	sp|O35046|YOCD_BACSU		325
added	sp|O54408|RELA_BACSU		734
added	sp|O68260|YOYC_BACSU		92
added	sp|P00497|PUR1_BACSU		476
added	sp|P00691|AMY_BACSU		659
added	sp|P02394|RL7_BACSU		123
added	sp|P02958|SSPC_BACSU		72
added	sp|P02968|FLA_BACSU		304
added	sp|P03947|TRPD_BACSU		338
added	sp|P03963|TRPE_BACSU		515
added	sp|P03964|TRPC_BACSU		249
added	sp|P04189|SUBT_BACSU		381
added	sp|P04831|SSPA_BACSU		69
added	sp|P04832|SSPB_BACSU		67
added	sp|P04833|SSPD_BACSU		64
added	sp|P04948|KHSE_BACSU		309
added	sp|P04957|GUB_BACSU		242
added	sp|P04969|RS11_BACSU		131
added	sp|P04990|THRC_BACSU		352
added	sp|P05043|SP0E_BACSU		85
added	sp|P05096|DNAG_BACSU		603
added	sp|P05306|PTSBC_BACSU		461
added	sp|P05645|LEU3_BACSU		365
added	sp|P05647|RL34_BACSU		44
added	sp|P05648|DNAA_BACSU		446
added	sp|P05649|DPO3B_BACSU		378
added	sp|P05650|RLBA_BACSU		71
added	sp|P05651|RECF_BACSU		370
added	sp|P05652|GYRB_BACSU		638
added	sp|P05653|GYRA_BACSU		821
added	sp|P05654|PYRB_BACSU		304
added	sp|P05655|LSC_BACSU		473
added	sp|P05656|SACC_BACSU		677
added	sp|P05657|RL27_BACSU		94
added	sp|P06222|RPSE_BACSU		239
added	sp|P06224|SIGA_BACSU		371
added	sp|P06533|SINR_BACSU		111
added	sp|P06534|SP0A_BACSU		267
added	sp|P06535|SP0B_BACSU		192
added	sp|P06567|DNAI_BACSU		311
added	sp|P06568|YTXB_BACSU		213
added	sp|P06569|YTXC_BACSU		281
added	sp|P06574|RPSB_BACSU		262
added	sp|P06628|SP0F_BACSU		124
added	sp|P06629|YWJG_BACSU		173
added	sp|P06630|EAG_BACSU		143
added	sp|P07343|FUMC_BACSU		462
added	sp|P07372|SP2D_BACSU		343
added	sp|P07373|SP5E_BACSU		366
added	sp|P07600|TRPB_BACSU		400
added	sp|P07601|TRPA_BACSU		267
added	sp|P07784|SSPE_BACSU		84
added	sp|P07788|COTA_BACSU		513
added	sp|P07789|COTB_BACSU		380
added	sp|P07790|COTC_BACSU		66
added	sp|P07791|COTD_BACSU		75
added	sp|P07819|SCRB_BACSU		479
added	sp|P07860|RPSF_BACSU		255
added	sp|P07868|GERAA_BACSU		482
added	sp|P07869|GERAB_BACSU		365
added	sp|P07870|GERAC_BACSU		373
added	sp|P07908|DNAB_BACSU		472
added	sp|P08064|DHSC_BACSU		202
added	sp|P08065|SDHA_BACSU		586
added	sp|P08066|SDHB_BACSU		253
added	sp|P08164|NADE_BACSU		272
added	sp|P08495|AK2_BACSU		408
added	sp|P08497|LPA2_BACSU		24
added	sp|P08750|DACA_BACSU		443
added	sp|P08821|DBH1_BACSU		92
added	sp|P08838|PT1_BACSU		570
added	sp|P08874|ABRB_BACSU		96
added	sp|P08877|PTHP_BACSU		88
added	sp|P09122|DPO3X_BACSU		563
added	sp|P09124|G3P1_BACSU		335
added	sp|P09339|ACNA_BACSU		909
added	sp|P0C8M5|SLRA_BACSU		52
added	sp|P0CI73|GLMS_BACSU		600
added	sp|P0CI74|GPSB_BACSU		98
added	sp|P0CI75|BIRA_BACSU		325
added	sp|P0CI76|RTP_BACSU		122
added	sp|P0CI77|P5CR1_BACSU		297
added	sp|P0CI78|RL24_BACSU		103
added	sp|P0CI79|TYSY1_BACSU		279
added	sp|P0CI80|XYLA_BACSU		445
added	sp|P0CW80|EBRA_BACSU		105
added	sp|P0CW82|EBRB_BACSU		117
added	sp|P10475|GUN2_BACSU		499
added	sp|P10585|GNTR_BACSU		243
added	sp|P10725|ALR1_BACSU		389
added	sp|P10726|RPSD_BACSU		254
added	sp|P10727|SP2AA_BACSU		117
added	sp|P10728|SP2AB_BACSU		146
added	sp|P10943|HUTP_BACSU		148
added	sp|P10944|HUTH_BACSU		508
added	sp|P11018|ISP1_BACSU		319
added	sp|P11044|TYSY2_BACSU		264
added	sp|P11045|DYR_BACSU		168
added	sp|P11065|HPR_BACSU		203
added	sp|P11469|YSMA_BACSU		147
added	sp|P11470|GERE_BACSU		74
added	sp|P11742|OGT_BACSU		165
added	sp|P11863|COTT_BACSU		82
added	sp|P11998|RISB_BACSU		154
added	sp|P12011|GNTK_BACSU		513
added	sp|P12012|GNTP_BACSU		448
added	sp|P12013|6PGDH_BACSU		468
added	sp|P12039|PUR2_BACSU		422
added	sp|P12040|PUR3_BACSU		195
added	sp|P12041|PURQ_BACSU		227
added	sp|P12042|PURL_BACSU		742
added	sp|P12043|PUR5_BACSU		346
added	sp|P12044|PURE_BACSU		162
added	sp|P12045|PURK_BACSU		380
added	sp|P12046|PUR7_BACSU		241
added	sp|P12047|PUR8_BACSU		431
added	sp|P12048|PUR9_BACSU		512
added	sp|P12049|PURS_BACSU		84
added	sp|P12254|RPSK_BACSU		294
added	sp|P12310|DHG_BACSU		261
added	sp|P12425|GLN1A_BACSU		444
added	sp|P12464|RPOE_BACSU		173
added	sp|P12667|NUCA_BACSU		147
added	sp|P12669|NIN_BACSU		132
added	sp|P12873|RL29_BACSU		66
added	sp|P12874|RS17_BACSU		87
added	sp|P12875|RL14_BACSU		122
added	sp|P12877|RL5_BACSU		179
added	sp|P12878|RS14B_BACSU		61
added	sp|P12879|RS8_BACSU		132
added	sp|P12921|TMRB_BACSU		197
added	sp|P12946|CTAA_BACSU		306
added	sp|P13242|PYRG_BACSU		535
added	sp|P13243|ALF_BACSU		285
added	sp|P13267|DPO3_BACSU		1437
added	sp|P13484|TAGE_BACSU		673
added	sp|P13485|TAGF_BACSU		746
added	sp|P13714|LDH_BACSU		320
added	sp|P13792|PHOP_BACSU		240
added	sp|P13799|DEGS_BACSU		385
added	sp|P13800|DEGU_BACSU		229
added	sp|P13801|SP2G_BACSU		309
added	sp|P14016|COTE_BACSU		181
added	sp|P14192|GLMU_BACSU		456
added	sp|P14193|KPRS_BACSU		317
added	sp|P14194|CTC_BACSU		204
added	sp|P14203|PDEH_BACSU		409
added	sp|P14204|CMPA_BACSU		214
added	sp|P14205|COMA2_BACSU		126
added	sp|P14577|RL16_BACSU		144
added	sp|P14802|YOXD_BACSU		238
added	sp|P14949|THIO_BACSU		104
added	sp|P14951|UVRC_BACSU		590
added	sp|P15281|SP3D_BACSU		93
added	sp|P15378|LEP4_BACSU		248
added	sp|P15400|SACX_BACSU		459
added	sp|P15401|SACY_BACSU		280
added	sp|P15874|GRPE_BACSU		187
added	sp|P16263|ODO2_BACSU		417
added	sp|P16304|KAD_BACSU		217
added	sp|P16336|SECY_BACSU		431
added	sp|P16396|SUBE_BACSU		645
added	sp|P16397|SUBF_BACSU		1433
added	sp|P16440|RISA_BACSU		215
added	sp|P16449|KBAA_BACSU		198
added	sp|P16450|GERD_BACSU		185
added	sp|P16497|KINA_BACSU		606
added	sp|P16524|DAPX_BACSU		393
added	sp|P16616|HEM3_BACSU		314
added	sp|P16618|HEM1_BACSU		455
added	sp|P16645|HEMX_BACSU		276
added	sp|P16655|DIVIB_BACSU		263
added	sp|P16971|RECA_BACSU		348
added	sp|P17585|AADK_BACSU		284
added	sp|P17616|YPUD_BACSU		114
added	sp|P17617|YPUF_BACSU		174
added	sp|P17618|RIBD_BACSU		361
added	sp|P17620|RIBBA_BACSU		398
added	sp|P17622|RIBT_BACSU		124
added	sp|P17631|DNAJ_BACSU		375
added	sp|P17731|HIS8_BACSU		360
added	sp|P17820|DNAK_BACSU		611
added	sp|P17865|FTSZ_BACSU		382
added	sp|P17867|CISA_BACSU		500
added	sp|P17868|YQXD_BACSU		164
added	sp|P17869|RPSH_BACSU		218
added	sp|P17889|IF2_BACSU		716
added	sp|P17893|ARGR_BACSU		149
added	sp|P17894|RECN_BACSU		576
added	sp|P17896|SP4B_BACSU		426
added	sp|P17903|RSBV_BACSU		109
added	sp|P17904|RSBW_BACSU		160
added	sp|P17906|RSBX_BACSU		199
added	sp|P17921|SYFA_BACSU		344
added	sp|P17922|SYFB_BACSU		804
added	sp|P18156|GLPF_BACSU		274
added	sp|P18157|GLPK_BACSU		496
added	sp|P18158|GLPD_BACSU		555
added	sp|P18159|PGCA_BACSU		581
added	sp|P18185|CARY_BACSU		1030
added	sp|P18186|OTC_BACSU		319
added	sp|P18255|SYT1_BACSU		643
added	sp|P18256|SYT2_BACSU		638
added	sp|P18429|XYNA_BACSU		213
added	sp|P18579|MURB_BACSU		303
added	sp|P19079|CDD_BACSU		136
added	sp|P19080|AROH_BACSU		127
added	sp|P19219|ADAA_BACSU		211
added	sp|P19220|ADAB_BACSU		179
added	sp|P19405|PPB3_BACSU		462
added	sp|P19406|PPB4_BACSU		461
added	sp|P19465|GCH1_BACSU		190
added	sp|P19466|MTRB_BACSU		75
added	sp|P19582|DHOM_BACSU		433
added	sp|P19638|UDPK_BACSU		123
added	sp|P19669|TAL_BACSU		212
added	sp|P19670|MURA2_BACSU		429
added	sp|P19672|YQXC_BACSU		281
added	sp|P19940|RPSG_BACSU		260
added	sp|P19946|RL15_BACSU		146
added	sp|P19947|RL30_BACSU		59
added	sp|P19994|MAP11_BACSU		248
added	sp|P20166|PTG3C_BACSU		699
added	sp|P20167|TRPF_BACSU		215
added	sp|P20277|RL17_BACSU		120
added	sp|P20278|RL36_BACSU		37
added	sp|P20282|RS13_BACSU		121
added	sp|P20429|RPOA_BACSU		314
added	sp|P20458|IF1_BACSU		72
added	sp|P20487|FLIJ_BACSU		147
added	sp|P20668|GLTC_BACSU		300
added	sp|P20691|AROA_BACSU		428
added	sp|P20692|TYRA_BACSU		371
added	sp|P20964|OBG_BACSU		428
added	sp|P21203|PHEA_BACSU		285
added	sp|P21204|YSZB_BACSU		147
added	sp|P21248|HEM4_BACSU		262
added	sp|P21335|TADA_BACSU		161
added	sp|P21340|PAIA_BACSU		172
added	sp|P21341|PAIB_BACSU		207
added	sp|P21344|SENS_BACSU		65
added	sp|P21458|SP3E_BACSU		787
added	sp|P21464|RS2_BACSU		246
added	sp|P21465|RS3_BACSU		218
added	sp|P21466|RS4_BACSU		200
added	sp|P21467|RS5_BACSU		166
added	sp|P21468|RS6_BACSU		95
added	sp|P21469|RS7_BACSU		156
added	sp|P21470|RS9_BACSU		130
added	sp|P21471|RS10_BACSU		102
added	sp|P21472|RS12_BACSU		138
added	sp|P21473|RS15_BACSU		89
